"年度","リーグID","チームID","打者ID","月","試合","打席","打数","得点","安打","二塁打","三塁打","本塁打","塁打","打点","三振","四球","死球","犠打","犠飛","盗塁","盗塁死","併殺打","打率","長打率","出塁率","OPS","年間通算打数","年間通算安打","年間通算打率"
2013,1,2,600011,8,26,117,101,18,28,2,0,2,36,11,6,14,0,2,0,1,0,3,0.277227722772,0.356435643564,0.365217391304,0.721653034869,158,41,0.259493670886076
2013,1,2,600011,9,23,105,89,13,35,3,1,2,46,16,10,12,0,3,1,0,1,1,0.393258426966,0.516853932584,0.460784313725,0.97763824631,247,76,0.307692307692308
2013,1,2,600011,10,6,26,20,2,7,0,0,0,7,0,4,5,0,1,0,1,0,0,0.35,0.35,0.48,0.83,267,83,0.310861423220974
2014,1,2,600011,3,2,9,7,3,4,0,0,0,4,2,1,2,0,0,0,0,0,0,0.571428571429,0.571428571429,0.666666666667,1.2380952381,7,4,0.571428571428571
2014,1,2,600011,4,25,109,98,18,27,6,0,3,42,9,12,6,0,3,2,2,0,2,0.275510204082,0.428571428571,0.311320754717,0.739892183288,105,31,0.295238095238095
2014,1,2,600011,5,23,105,94,17,32,4,0,3,45,18,7,10,0,1,0,0,0,1,0.340425531915,0.478723404255,0.403846153846,0.882569558101,199,63,0.316582914572864
2012,1,6,600015,9,1,3,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.333333333333,0.333333333333,0.333333333333,0.666666666667,3,1,0.333333333333333
2013,1,6,600015,3,2,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2013,1,6,600015,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,3,0,0
2013,1,6,600015,5,2,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,8,1,0.125
2009,1,6,600016,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2009,1,6,600016,8,3,4,4,1,2,0,1,0,4,3,2,0,0,0,0,0,0,0,0.5,1,0.5,1.5,4,2,0.5
2009,1,6,600016,9,5,9,6,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,10,2,0.2
2010,1,6,600016,5,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2010,1,6,600016,7,1,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1,4,1,0.25
2010,1,6,600016,9,6,5,4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,8,1,0.125
2010,1,6,600016,10,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,1,0.111111111111111
2011,1,6,600016,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2011,1,6,600016,9,6,3,3,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0.666666666667,0.666666666667,0.666666666667,1.33333333333,3,2,0.666666666666667
2011,1,6,600016,10,4,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,2,0.333333333333333
2012,1,6,600016,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,1,6,600016,6,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2012,1,6,600016,7,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0
2012,1,6,600016,8,5,5,5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,11,1,0.0909090909090909
2012,1,6,600016,9,5,10,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,21,1,0.0476190476190476
2012,1,6,600016,10,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,1,0.0434782608695652
2013,1,6,600016,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,1,6,600016,5,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,1,6,600016,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0
2013,1,6,600016,7,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,1,0,0
2013,1,6,600016,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0
2013,1,6,600016,9,7,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2013,1,6,600016,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,0,0
2009,1,6,600017,4,4,6,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0
2009,1,6,600017,5,3,4,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,0,0
2009,1,6,600017,6,5,6,5,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0.2,0.2,0.2,0.4,14,1,0.0714285714285714
2009,1,6,600017,7,4,8,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,21,1,0.0476190476190476
2009,1,6,600017,8,5,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,1,0.037037037037037
2009,1,6,600017,9,4,6,5,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,32,1,0.03125
2009,1,6,600017,10,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,1,0.0303030303030303
2010,1,6,600017,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010,1,6,600017,4,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0
2010,1,6,600017,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
2010,1,6,600017,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,9,0,0
2010,1,6,600017,7,7,4,3,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0.333333333333,0.333333333333,0.333333333333,0.666666666667,12,1,0.0833333333333333
2010,1,6,600017,8,5,7,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,18,1,0.0555555555555556
2010,1,6,600017,9,5,8,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,25,1,0.04
2010,1,6,600017,10,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,1,0.037037037037037
2012,1,6,600017,5,4,6,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0
2012,1,6,600017,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,0,0
2012,1,6,600017,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,0,0
2010,1,6,600018,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2010,1,6,600018,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2011,1,6,600018,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2011,1,6,600018,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2010,2,376,600019,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2010,2,376,600019,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2010,2,376,600019,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2010,2,376,600019,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2010,2,376,600019,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2010,2,376,600019,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2011,2,376,600019,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2011,2,376,600019,5,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,2,376,600019,6,6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0.5,2,0,0
2011,2,376,600019,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,0,0
2011,2,376,600019,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,0,0
2011,2,376,600019,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,0,0
2011,2,376,600019,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,0,0
2012,2,376,600019,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,2,376,600019,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,2,376,600019,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,2,376,600019,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,2,376,600019,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,2,376,600019,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,2,376,600019,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,2,376,600019,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,2,376,600019,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,2,376,600019,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,2,376,600019,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2010,2,376,600020,6,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2010,2,376,600020,7,1,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.333333333333,0.333333333333,0.333333333333,0.666666666667,6,1,0.166666666666667
2011,2,376,600020,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2011,2,376,600020,6,4,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2011,2,376,600020,9,4,5,4,0,2,0,0,0,2,0,1,0,0,1,0,0,0,0,0.5,0.5,0.5,1,7,2,0.285714285714286
2011,2,376,600020,10,13,51,47,4,10,0,0,0,10,6,4,2,1,1,0,1,0,0,0.212765957447,0.212765957447,0.26,0.472765957447,54,12,0.222222222222222
2012,2,376,600020,3,2,5,5,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0.6,0.6,0.6,1.2,5,3,0.6
2012,2,376,600020,4,10,23,19,1,3,1,0,0,4,1,3,2,0,2,0,1,0,1,0.157894736842,0.210526315789,0.238095238095,0.448621553885,24,6,0.25
2012,2,376,600020,5,18,61,55,5,18,3,1,0,23,7,5,2,1,3,0,0,0,1,0.327272727273,0.418181818182,0.362068965517,0.780250783699,79,24,0.30379746835443
2012,2,376,600020,6,20,81,73,6,20,3,0,1,26,4,4,4,1,3,0,2,0,0,0.27397260274,0.356164383562,0.320512820513,0.676677204074,152,44,0.289473684210526
2012,2,376,600020,7,19,83,74,6,23,2,1,2,33,9,6,3,0,5,1,1,0,1,0.310810810811,0.445945945946,0.333333333333,0.779279279279,226,67,0.29646017699115
2012,2,376,600020,8,25,103,91,3,21,5,0,0,26,12,10,4,1,5,2,3,1,0,0.230769230769,0.285714285714,0.265306122449,0.551020408163,317,88,0.277602523659306
2012,2,376,600020,9,24,101,90,14,28,2,0,1,33,11,5,5,1,4,1,1,2,1,0.311111111111,0.366666666667,0.350515463918,0.717182130584,407,116,0.285012285012285
2012,2,376,600020,10,8,28,25,1,5,0,0,0,5,1,4,2,0,1,0,0,1,0,0.2,0.2,0.259259259259,0.459259259259,432,121,0.280092592592593
2013,2,376,600020,3,2,9,8,1,2,1,0,0,3,2,2,0,0,1,0,0,0,0,0.25,0.375,0.25,0.625,8,2,0.25
2013,2,376,600020,4,14,51,45,10,11,2,0,2,19,5,4,5,1,0,0,0,0,0,0.244444444444,0.422222222222,0.333333333333,0.755555555556,53,13,0.245283018867925
2013,2,376,600020,5,21,60,57,8,20,0,0,1,23,6,3,3,0,0,0,2,0,2,0.350877192982,0.40350877193,0.383333333333,0.786842105263,110,33,0.3
2013,2,376,600020,6,19,70,64,7,25,2,0,0,27,6,5,4,1,0,1,0,1,1,0.390625,0.421875,0.428571428571,0.850446428571,174,58,0.333333333333333
2013,2,376,600020,7,21,90,82,9,29,3,3,0,38,8,7,8,0,0,0,0,0,3,0.353658536585,0.463414634146,0.411111111111,0.874525745257,256,87,0.33984375
2013,2,376,600020,8,25,114,102,16,33,5,0,1,41,12,7,12,0,0,0,1,0,2,0.323529411765,0.401960784314,0.394736842105,0.796697626419,358,120,0.335195530726257
2013,2,376,600020,9,22,100,96,8,22,7,0,0,29,10,12,3,0,0,1,0,2,5,0.229166666667,0.302083333333,0.25,0.552083333333,454,142,0.312775330396476
2013,2,376,600020,10,7,31,28,4,11,4,0,0,15,5,4,1,0,0,2,0,0,1,0.392857142857,0.535714285714,0.387096774194,0.922811059908,482,153,0.317427385892116
2014,2,376,600020,3,3,14,13,2,3,0,0,0,3,2,2,1,0,0,0,0,0,0,0.230769230769,0.230769230769,0.285714285714,0.516483516484,13,3,0.230769230769231
2014,2,376,600020,4,25,111,99,14,29,1,0,1,33,11,12,10,1,0,1,0,0,3,0.292929292929,0.333333333333,0.36036036036,0.693693693694,112,32,0.285714285714286
2014,2,376,600020,5,14,57,52,7,16,2,0,1,21,4,4,4,0,0,1,0,0,2,0.307692307692,0.403846153846,0.350877192982,0.754723346829,164,48,0.292682926829268
2009,2,376,600021,8,2,4,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0.25,0.25,3,0,0
2010,2,376,600021,9,17,54,48,7,10,3,0,0,13,1,13,6,0,0,0,0,0,0,0.208333333333,0.270833333333,0.296296296296,0.56712962963,48,10,0.208333333333333
2011,2,376,600021,4,3,4,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2011,2,376,600021,5,4,8,7,1,1,0,0,0,1,0,4,0,0,1,0,0,0,0,0.142857142857,0.142857142857,0.142857142857,0.285714285714,11,1,0.0909090909090909
2011,2,376,600021,10,7,18,15,2,2,1,0,0,3,4,3,1,0,1,1,0,0,0,0.133333333333,0.2,0.176470588235,0.376470588235,26,3,0.115384615384615
2012,2,376,600021,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,2,376,600021,4,5,11,6,1,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0.4,0.4,6,0,0
2012,2,376,600021,5,10,26,25,5,8,1,1,1,14,5,5,0,0,0,1,0,0,0,0.32,0.56,0.307692307692,0.867692307692,31,8,0.258064516129032
2012,2,376,600021,6,14,50,41,6,17,4,1,1,26,7,8,2,3,4,0,0,0,0,0.414634146341,0.634146341463,0.478260869565,1.11240721103,72,25,0.347222222222222
2012,2,376,600021,7,19,84,71,9,19,5,0,1,27,13,7,7,1,1,4,1,1,0,0.267605633803,0.380281690141,0.325301204819,0.70558289496,143,44,0.307692307692308
2012,2,376,600021,8,25,101,94,8,27,4,1,2,39,6,28,6,0,1,0,0,0,2,0.287234042553,0.414893617021,0.33,0.744893617021,237,71,0.29957805907173
2012,2,376,600021,9,5,18,17,0,4,0,0,0,4,1,5,1,0,0,0,0,0,0,0.235294117647,0.235294117647,0.277777777778,0.513071895425,254,75,0.295275590551181
2013,2,376,600021,3,3,11,9,0,2,0,0,0,2,1,2,2,0,0,0,0,0,1,0.222222222222,0.222222222222,0.363636363636,0.585858585859,9,2,0.222222222222222
2013,2,376,600021,4,10,29,26,1,4,0,0,0,4,3,8,1,0,0,2,0,0,1,0.153846153846,0.153846153846,0.172413793103,0.32625994695,35,6,0.171428571428571
2013,2,376,600021,7,20,60,52,6,18,4,0,3,31,12,10,7,0,0,1,0,0,0,0.346153846154,0.596153846154,0.416666666667,1.01282051282,87,24,0.275862068965517
2013,2,376,600021,8,25,103,92,12,31,9,0,4,52,23,28,5,3,1,2,0,0,0,0.336956521739,0.565217391304,0.382352941176,0.947570332481,179,55,0.307262569832402
2013,2,376,600021,9,21,81,68,10,12,2,0,1,17,6,28,12,0,0,1,0,0,0,0.176470588235,0.25,0.296296296296,0.546296296296,247,67,0.271255060728745
2013,2,376,600021,10,7,27,21,3,6,2,0,0,8,2,5,6,0,0,0,1,0,0,0.285714285714,0.380952380952,0.444444444444,0.825396825397,268,73,0.272388059701493
2014,2,376,600021,3,2,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0
2014,2,376,600021,4,21,64,51,6,11,1,0,2,18,7,20,12,0,0,1,1,0,2,0.21568627451,0.352941176471,0.359375,0.712316176471,57,11,0.192982456140351
2014,2,376,600021,5,8,23,20,2,2,1,0,0,3,0,4,2,1,0,0,0,0,2,0.1,0.15,0.217391304348,0.367391304348,77,13,0.168831168831169
2011,1,4,600022,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2010,2,8,600023,5,1,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,2,1,3,1,1,1
2011,2,8,600023,4,5,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2011,2,8,600023,5,5,5,4,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0.25,0.25,0.2,0.45,9,1,0.111111111111111
2011,2,8,600023,6,8,12,12,0,2,0,0,0,2,0,5,0,0,0,0,0,0,0,0.166666666667,0.166666666667,0.166666666667,0.333333333333,21,3,0.142857142857143
2011,2,8,600023,9,2,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,24,3,0.125
2011,2,8,600023,10,2,3,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,26,3,0.115384615384615
2012,1,5,600023,5,8,9,8,0,2,0,0,0,2,0,1,0,0,1,0,0,0,0,0.25,0.25,0.25,0.5,8,2,0.25
2012,1,5,600023,6,11,20,19,1,7,2,0,0,9,1,4,1,0,0,0,0,0,0,0.368421052632,0.473684210526,0.4,0.873684210526,27,9,0.333333333333333
2012,1,5,600023,7,16,39,37,3,11,1,0,0,12,2,6,2,0,0,0,0,0,3,0.297297297297,0.324324324324,0.333333333333,0.657657657658,64,20,0.3125
2012,1,5,600023,8,18,26,25,0,7,0,0,0,7,1,6,1,0,0,0,0,0,0,0.28,0.28,0.307692307692,0.587692307692,89,27,0.303370786516854
2012,1,5,600023,9,7,9,7,0,1,0,0,0,1,0,2,2,0,0,0,0,0,1,0.142857142857,0.142857142857,0.333333333333,0.47619047619,96,28,0.291666666666667
2013,1,5,600023,4,5,5,5,1,2,1,0,0,3,0,2,0,0,0,0,0,0,0,0.4,0.6,0.4,1,5,2,0.4
2013,1,5,600023,5,16,27,27,2,6,2,0,0,8,1,10,0,0,0,0,1,0,1,0.222222222222,0.296296296296,0.222222222222,0.518518518519,32,8,0.25
2013,1,5,600023,6,10,17,13,1,3,0,1,0,5,4,1,2,0,0,2,0,0,0,0.230769230769,0.384615384615,0.294117647059,0.678733031674,45,11,0.244444444444444
2013,1,5,600023,7,19,58,54,3,21,5,1,1,31,9,4,3,0,0,1,0,1,1,0.388888888889,0.574074074074,0.413793103448,0.987867177522,99,32,0.323232323232323
2013,1,5,600023,8,22,61,50,3,13,2,0,0,15,1,8,11,0,0,0,0,1,3,0.26,0.3,0.393442622951,0.693442622951,149,45,0.302013422818792
2013,1,5,600023,9,10,30,23,0,1,0,0,0,1,0,7,7,0,0,0,0,0,2,0.0434782608696,0.0434782608696,0.266666666667,0.310144927536,172,46,0.267441860465116
2013,1,5,600023,10,6,17,13,1,3,0,0,0,3,2,5,2,0,1,1,1,0,0,0.230769230769,0.230769230769,0.3125,0.543269230769,185,49,0.264864864864865
2014,1,5,600023,3,3,9,9,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0.222222222222,0.222222222222,0.222222222222,0.444444444444,9,2,0.222222222222222
2014,1,5,600023,4,18,35,34,5,8,3,0,0,11,1,10,1,0,0,0,1,0,1,0.235294117647,0.323529411765,0.257142857143,0.580672268908,43,10,0.232558139534884
2014,1,5,600023,5,22,69,61,7,22,2,0,2,30,8,5,6,1,1,0,1,1,2,0.360655737705,0.491803278689,0.426470588235,0.918273866924,104,32,0.307692307692308
2009,2,11,600024,5,8,32,28,2,4,1,0,0,5,3,10,2,2,0,0,0,1,0,0.142857142857,0.178571428571,0.25,0.428571428571,28,4,0.142857142857143
2009,2,11,600024,8,15,55,48,11,11,1,0,5,27,7,22,6,1,0,0,0,0,1,0.229166666667,0.5625,0.327272727273,0.889772727273,76,15,0.197368421052632
2009,2,11,600024,9,18,61,54,5,7,0,0,2,13,3,24,5,1,1,0,0,0,2,0.12962962963,0.240740740741,0.216666666667,0.457407407407,130,22,0.169230769230769
2009,2,11,600024,10,2,9,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,139,22,0.158273381294964
2010,2,11,600024,3,7,26,25,3,6,0,0,2,12,5,11,1,0,0,0,0,0,1,0.24,0.48,0.269230769231,0.749230769231,25,6,0.24
2010,2,11,600024,4,24,86,77,7,15,5,0,4,32,7,19,7,2,0,0,0,0,2,0.194805194805,0.415584415584,0.279069767442,0.694654183026,102,21,0.205882352941176
2010,2,11,600024,5,14,57,52,11,21,4,0,4,37,14,15,3,1,0,1,0,0,1,0.403846153846,0.711538461538,0.438596491228,1.15013495277,154,42,0.272727272727273
2010,2,11,600024,6,20,87,77,13,18,5,0,5,38,20,23,8,2,0,0,0,0,2,0.233766233766,0.493506493506,0.32183908046,0.815345573966,231,60,0.25974025974026
2010,2,11,600024,7,23,99,81,19,27,7,1,9,63,21,23,15,1,0,2,0,0,2,0.333333333333,0.777777777778,0.434343434343,1.21212121212,312,87,0.278846153846154
2010,2,11,600024,8,26,116,105,15,32,9,1,7,64,16,31,11,0,0,0,0,0,3,0.304761904762,0.609523809524,0.370689655172,0.980213464696,417,119,0.28537170263789
2010,2,11,600024,9,14,45,41,2,11,1,0,2,18,12,14,3,0,0,1,0,0,0,0.268292682927,0.439024390244,0.311111111111,0.750135501355,458,130,0.283842794759825
2010,2,11,600024,10,1,4,3,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0.333333333333,0.333333333333,0.5,0.833333333333,461,131,0.284164859002169
2011,2,11,600024,4,17,68,61,8,15,3,0,2,24,10,23,5,2,0,0,1,0,3,0.245901639344,0.393442622951,0.323529411765,0.716972034716,61,15,0.245901639344262
2011,2,11,600024,5,22,90,79,8,18,6,0,4,36,17,16,6,5,0,0,0,0,0,0.227848101266,0.455696202532,0.322222222222,0.777918424754,140,33,0.235714285714286
2011,2,11,600024,6,19,79,73,9,22,4,0,3,35,15,14,5,1,0,0,0,0,1,0.301369863014,0.479452054795,0.354430379747,0.833882434541,213,55,0.258215962441315
2011,2,11,600024,7,22,88,75,8,18,6,0,1,27,15,20,9,2,0,2,1,0,0,0.24,0.36,0.329545454545,0.689545454545,288,73,0.253472222222222
2011,2,11,600024,8,16,66,60,8,16,1,0,2,23,7,12,4,2,0,0,1,0,1,0.266666666667,0.383333333333,0.333333333333,0.716666666667,348,89,0.255747126436782
2011,2,11,600024,9,25,107,96,15,26,4,0,4,42,16,18,6,3,0,2,1,0,4,0.270833333333,0.4375,0.327102803738,0.764602803738,444,115,0.259009009009009
2011,2,11,600024,10,13,52,48,5,13,2,0,0,15,5,13,4,0,0,0,0,0,1,0.270833333333,0.3125,0.326923076923,0.639423076923,492,128,0.260162601626016
2012,2,11,600024,3,2,8,7,1,1,1,0,0,2,0,2,1,0,0,0,0,0,0,0.142857142857,0.285714285714,0.25,0.535714285714,7,1,0.142857142857143
2012,2,11,600024,4,19,72,67,9,26,4,0,1,33,7,8,4,1,0,0,0,2,1,0.388059701493,0.492537313433,0.430555555556,0.923092868988,74,27,0.364864864864865
2012,2,11,600024,5,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,77,27,0.350649350649351
2012,2,11,600024,6,4,16,16,1,3,1,0,0,4,2,8,0,0,0,0,0,0,0,0.1875,0.25,0.1875,0.4375,93,30,0.32258064516129
2012,2,11,600024,7,21,83,78,9,22,5,0,1,30,9,16,4,1,0,0,1,0,1,0.282051282051,0.384615384615,0.325301204819,0.709916589435,171,52,0.304093567251462
2012,2,11,600024,8,25,107,100,14,30,6,0,6,54,26,28,6,1,0,0,2,0,0,0.3,0.54,0.345794392523,0.885794392523,271,82,0.302583025830258
2012,2,11,600024,9,24,94,89,8,19,4,0,2,29,9,16,4,1,0,0,0,1,3,0.213483146067,0.325842696629,0.255319148936,0.581161845565,360,101,0.280555555555556
2012,2,11,600024,10,5,21,18,4,5,1,0,0,6,2,3,3,0,0,0,1,0,0,0.277777777778,0.333333333333,0.380952380952,0.714285714286,378,106,0.28042328042328
2013,2,11,600024,3,3,15,14,1,4,0,0,0,4,0,1,1,0,0,0,0,0,0,0.285714285714,0.285714285714,0.333333333333,0.619047619048,14,4,0.285714285714286
2013,2,11,600024,4,22,83,76,9,14,6,0,3,29,10,14,6,0,0,1,1,0,2,0.184210526316,0.381578947368,0.240963855422,0.62254280279,90,18,0.2
2013,2,11,600024,5,2,4,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0.25,0.25,0.25,0.5,94,19,0.202127659574468
2013,2,11,600024,6,3,10,9,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0.1,0.1,103,19,0.184466019417476
2013,2,11,600024,7,20,67,59,4,18,3,1,0,23,5,13,7,1,0,0,0,1,1,0.305084745763,0.389830508475,0.388059701493,0.777890209967,162,37,0.228395061728395
2013,2,11,600024,8,5,15,14,1,2,1,0,0,3,1,3,0,0,0,1,0,0,2,0.142857142857,0.214285714286,0.133333333333,0.347619047619,176,39,0.221590909090909
2013,2,11,600024,10,3,13,13,2,3,0,0,1,6,2,5,0,0,0,0,0,0,0,0.230769230769,0.461538461538,0.230769230769,0.692307692308,189,42,0.222222222222222
